document_id,title,abstract,category
15348,Magic state distillation with low space overhead and asymptotic input count,"Disclosed herein are example embodiments of protocols to distill magic states for T-gates. Particular examples have low space overhead and use an asymptotically optimal number of input magic states to achieve a given target error. The space overhead, defined as the ratio between the physical qubits to the number of output magic states, is asymptotically constant, while both the number of input magic states used per output state and the T-gate depth of the circuit scale linearly in the logarithm of the target error. Unlike other distillation protocols, examples of the disclosed protocol achieve this performance without concatenation and the input magic states are injected at various steps in the circuit rather than all at the start of the circuit. Embodiments of the protocol can be modified to distill magic states for other gates at the third level of the Clifford hierarchy, with the same asymptotic performance. Embodiments of the protocol rely on the construction of weakly self-dual Calderbank-Shor-Steane codes (“CSS codes�? with many logical qubits and large distance, allowing one to implement control-Swaps on multiple qubits. This code is referred to herein as the “inner code�? The control-Swaps are then used to measure properties of the magic state and detect errors, using another code that is referred to as the “outer code�? Alternatively, one can use weakly-self dual CSS codes which implement controlled Hadamards for the inner code, reducing circuit depth. Several specific small examples of this protocol are disclosed herein.",Address Obstacles to Quantum Computation
19682,Quantum controller with multiple pulse modes,"A quantum controller comprises a first outbound quantum control pulse generation circuit, a second outbound quantum control pulse generation circuit, and an outbound quantum control pulse modification circuit. The first outbound quantum control pulse generation circuit is operable to generate a first raw outbound quantum control pulse. The second outbound quantum control pulse generation circuit operable to generate a second raw outbound quantum control pulse. The outbound quantum control pulse modification circuit is operable to dynamically determine whether to process the first raw outbound quantum control pulse and the second outbound quantum control pulse as a multi-pulse pair or as two independent pulses. The determination of may be based on to which one or more quantum elements and/or signal paths the first raw outbound quantum control pulse and the second raw outbound quantum control pulse are to be routed.",Methods of Building Qubits
23287,Universal adiabatic quantum computing with superconducting qubits,"A quantum processor is operable as a universal adiabatic quantum computing system. The quantum processor includes physical qubits, with at least a first and second communicative coupling available between pairs of qubits via an in-situ tunable superconducting capacitive coupler and an in-situ tunable superconducting inductive coupler, respectively. Tunable couplers provide diagonal and off-diagonal coupling. Compound Josephson junctions (CJJs) of the tunable couplers are responsive to a flux bias to tune a sign and magnitude of a sum of a capacitance of a fixed capacitor and a tunable capacitance which is mediated across a pair of coupling capacitors. The qubits may be hybrid qubits, operable in a flux regime or a charge regime. Qubits may include a pair of CJJs that interrupt a loop of material and which are separated by an island of superconducting material which is voltage biased with respect to a qubit body.",Models of Manipulating Qubits for Computation
26667,Systems and methods for increasing analog processor connectivity,"Topologies for analog computing systems are provided. Qubits in the topology are grouped into cells, and cells are coupled to adjacent cells by inter-cell couplers. At least some cells are coupled to non-adjacent cells via long-range couplers. Long-range couplers may be arranged into coverings so that certain sets of qubits within a covering region may be coupled with a reduced number of couplers. Each cell within a covering region without a long-range coupler may be proximate to a cell with a long range coupler so that each cell within the covering region is no more than a certain coupling distance away from a long-range coupler. Long-range couplers may couple over a greater physical distance than inter-cell couplers. Long-range couplers may couple to qubits over a larger coupling region, and may extend across multiple crossing regions between qubits.",Methods of Building Qubits
22616,Computer and computing program,"Provided is a computer that does not need quantum coherence or a cryogenic cooling device for a problem to be solved that needs an exhaustive search and a computing program thereof. Spin sj as a variable is caused to follow a local effective magnetic field Bj to introduce a system to a ground state of a problem-setting system. The ground state is a solution. At t=0, the magnetic field Bj is applied in the x-axis direction at all sites and all spins sj are initialized to the x-axis direction. With the lapse of time t, a magnetic field in the z-axis direction and interspin interaction are gradually applied, spin becomes +z-direction or −z-direction finally, and the z-component of spin sj becomes sjz=+1 or �?. When the direction spin sj is caused to follow the direction of the effective magnetic field Bj, a relaxation term to keep the direction of spin sj is introduced to improve convergence of a solution.",Applications of Quantum Computing
25860,Providing controlled pulses for quantum computing,"A quantum mechanical radio frequency (RF) signaling system includes a transmission line that receives and conducts an RF pulse signal operating at a radio frequency, a first qubit having a quantum mechanical state that is a linear combination of at least two quantum mechanical eigenstates, and a first network of reactive electrical components having an input that is coupled to the transmission line for receiving the RF pulse signal and an output that is coupled to the first qubit. The first network of reactive electrical components attenuates the amplitude of the RF pulse signal and produces a first attenuated RF pulse signal that is applied to the first qubit. The first attenuated RF pulse signal operates at the radio frequency and has a first attenuated amplitude that causes a predefined change in the linear combination of at least two quantum mechanical eigenstates within the first qubit.",Methods of Building Qubits
20213,Apparatus and method for quantum processing,"The present disclosure provides a quantum processor realized in a semiconductor material and method to operate the quantum processor to implement error corrected quantum computation. The quantum processor comprises a plurality of qubit elements disposed in a two-dimensional matrix arrangement. The qubits are implemented using the nuclear or electron spin of phosphorus donor atoms. Further, the processor comprises a control structure with a plurality of control members, each arranged to control a plurality of qubits disposed along a line or a column of the matrix. The control structure is controllable to perform topological quantum error corrected computation.",Methods of Building Qubits
29422,Optimizing physical parameters in fault-tolerant quantum computing to reduce frequency crowding,"A technique relates to quantum error correction. Code qubits are configured as target qubits, and the code qubits have a first dephasing time and a first anharmonicity. Syndrome qubits are configured as control qubits, and the syndrome qubits have a second dephasing time and a second anharmonicity. The target qubits and the control qubits are configured to form one or more controlled not (CNOT) gates. The first dephasing time is greater than the second dephasing time and the second anharmonicity is greater than the first anharmonicity.",Models of Manipulating Qubits for Computation
17799,Analog processor comprising quantum devices,"Analog processors for solving various computational problems are provided. Such analog processors comprise a plurality of quantum devices, arranged in a lattice, together with a plurality of coupling devices. Such quantum processors further comprise a set of readout devices each configured to measure the information from a corresponding quantum device in the plurality of quantum devices. A method of determining a result of a computational problem using an analog processor includes receiving at a first digital computer, including a digital processor, an instance of the computational problem defined over an input graph, wherein the input graph is non-planar; and determining a mapping of the instance of the computational problem onto the analog processor, by the digital processor.",Methods of Building Qubits
19899,Training quantum evolutions using sublogical controls,"Methods, systems, and apparatus for training quantum evolutions using sub-logical controls. In one aspect, a method includes the actions of accessing quantum hardware, wherein the quantum hardware includes a quantum system comprising one or more multi-level quantum subsystems; one or more control devices that operate on the one or more multi-level quantum subsystems according to one or more respective control parameters that relate to a parameter of a physical environment in which the multi-level quantum subsystems are located; initializing the quantum system in an initial quantum state, wherein an initial set of control parameters form a parameterization that defines the initial quantum state; obtaining one or more quantum system observables and one or more target quantum states; and iteratively training until an occurrence of a completion event.",Applications of Quantum Computing
11109,Quantum computing machine learning module,"Methods, systems, and apparatus for training a machine learning model to route received computational tasks in a system including at least one quantum computing resource. In one aspect, a method includes obtaining a first set of data, the first set of data comprising data representing multiple computational tasks previously performed by the system; obtaining input data for the multiple computational tasks previously performed by the system, comprising data representing a type of computing resource the task was routed to; obtaining a second set of data, the second set of data comprising data representing properties associated with using the one or more quantum computing resources to solve the multiple computational tasks; and training the machine learning model to route received data representing a computational task to be performed using the (i) first set of data, (ii) input data, and (iii) second set of data.",Applications of Quantum Computing
25748,Classical simulation constants and ordering for quantum chemistry simulation,"Quantum computations based on second quantization are performed by applying one body and two body terms in a selected order. Typically, terms associated with operators that commute are applied prior to application of other terms. In a particular example, one body terms of the form hpp are applied first, followed by two body terms of the form hprrp.",Models of Manipulating Qubits for Computation
24723,Embedding electronic structure in controllable quantum systems,"Generating a computing specification to be executed by a quantum processor includes: accepting a problem specification that corresponds to a second-quantized representation of a fermionic Hamiltonian, and transforming the fermionic Hamiltonian into a first qubit Hamiltonian including a first set of qubits that encode a fermionic state specified by occupancy of spin orbitals. An occupancy of any spin orbital is encoded in a number of qubits that is logarithmic in the number of spin orbitals, and a parity for a transition between any two spin orbitals is encoded in a number of qubits that is logarithmic in the number of spin orbitals. An eigenspectrum of a second qubit Hamiltonian, including the first set of qubits and a second set of qubit, includes a low-energy subspace and a high-energy subspace, and an eigenspectrum of the first qubit Hamiltonian is approximated by a set of low-energy eigenvalues of the low-energy subspace.",Methods of Building Qubits
18816,Quantum circuit for high dimensional schur transform,A quantum circuit and method for Schur transform includes: a first quantum register including n quantum systems initialized to an initial state of �?�? where n is an integer and represents a number of quantum systems; a second quantum register including m quantum systems initialized to the initial state of �?�? where m is an integer and represents a required workspace; a first quantum circuit that operates on only the first register and performs a block diagonalization of the n quantum systems into permutation modules; a second quantum circuit that operates on both registers and block diagonalizes each of the permutation modules using a QFTPermMod operation; and one or more quantum output registers coupled to the second quantum circuit for holding a basis for the Schur transform.,Models of Manipulating Qubits for Computation
21366,Integrated quantum information processing controlled phase gate,"An electro-optical directional coupler is provided having a substrate and a first and second optical waveguide formed on the substrate, where the second waveguide extends adjacent to and parallel with the first waveguide for at least one interaction length. The interaction length has a first end and a second end such that an optical signal applied only to one of the first and second waveguides couples to the other of the first and second waveguides between the ends. A first electrode is proximate the first and second waveguides and between the ends of the interaction length. A first voltage applied to the first electrode independently tunes a coupling of a TE mode. A second electrode located proximate the first and second waveguides and the first electrode and between the ends of the interaction length. A second voltage applied to the second electrode independently tunes a coupling of a TM mode.",Models of Manipulating Qubits for Computation
16696,Semiconductor system with transitional metal impurity for quantum information processing,Methods and devices are disclosed for implementing quantum information processing based on electron spins in semiconductor and transition metal compositions. The transition metal electron orbitals split under semiconductor crystal field. The electron ground states are used as qubits. The transitions between the ground states involve electron spin flip. The semiconductor and transition metal compositions may be further included in optical cavities to facilitate quantum information processing. Quantum logic operations may be performed using single color or two color coherent resonant optical excitations via an excited electron state.,Methods of Building Qubits
27171,Multi-qubit tunable coupling architecture using fixed-frequency superconducting qubits,"Various embodiments provide a coupling mechanism, method of activation and a square lattice. The coupling mechanism comprises two qubits and a tunable coupling qubit that activates an interaction between the two qubits by modulation of a frequency of the tunable coupling qubit. The tunable coupling qubit capacitively couples the two qubits. The tunable coupling qubit is modulated at a difference frequency of the two qubits. The difference frequency may be significantly larger than an anharmonicity of the two qubits. The tunable coupling qubit may be coupled to the two qubits by two electrodes separated by a superconducting quantum interference device (SQUID) loop having two Josephson junctions or by a single electrode with a SQUID loop coupling to ground. The SQUID loop is controlled by an inductively-coupled flux bias line positioned at the center of the tunable coupling qubit.",Methods of Building Qubits
26974,Quantum technology,"A device for the storage and/or processing of quantum information comprises: a body (6), formed from a material having negligible net nuclear or electronic magnetic field; a set of data entities (4) embedded in said body, each having a plurality of magnetic field states; a set of probes (2), offset from the body, arranged to acquire internal phase shifts due to the magnetic fields of said data entities; wherein the probes (2) are each arranged to move relative to a plurality of data entities (4) in order that each probe (2) acquires an internal phase shift from the plurality of data entities (4); and means for reading each probe (2), thereby establishing a parity of the plurality of data entities (4).",Methods of Building Qubits
17266,Four spin couplers for quantum information processing,"Structures and techniques, using superconducting Josephson-junction based circuits, to directly engineer physical multiqubit (or “many-qubit�? interactions in a non-perturbative manner. In one embodiment, a system for multiqubit interaction includes: a multispin coupler including a plurality of loops, each loop having a pair of Josephson junctions; and a plurality of qubits each inductively coupled to the multispin coupler.",Models of Manipulating Qubits for Computation
18599,Magnetic flux control in superconducting device,"A device includes: a first qubit including a first co-planar waveguide; a second qubit including a second co-planar waveguide, in which the second co-planar waveguide crosses the first co-planar waveguide; and a qubit coupler including a loop having a first lobe and a second lobe, in which a first portion of the first lobe extends parallel to the first co-planar waveguide, a second portion of the first lobe extends parallel to the second co-planar waveguide, a first portion of the second lobe extends parallel to the first co-planar waveguide, and a second portion of the second lobe extends parallel to the second co-planar waveguide.",Methods of Building Qubits
24245,Reduced thermal resistance attenuator on high-thermal conductivity substrates for quantum applications,"Techniques for facilitating reduced thermal resistance attenuator on high-thermal conductivity substrates for quantum applications are provided. A device can comprise a substrate that provides a thermal conductivity level that is more than a defined thermal conductivity level. The device can also comprise one or more grooved transmission lines formed in the substrate. The one or more grooved transmission lines can comprise a powder substance. Further, the device can comprise one or more copper heat sinks formed in the substrate. The one or more copper heat sinks can provide a ground connection. Further, the one or more copper heat sinks can be formed adjacent to the one or more grooved transmission lines.",Methods of Building Qubits
14113,"Compilation, memory management, and fault localization with ancillas in an unknown state","Among the embodiments disclosed herein are quantum circuits (and associated compilation techniques) for performing Shor's quantum algorithm to factor n-bit integers. Example embodiments of the circuits use only 2n+2 qubits. In contrast to previous space-optimized implementations, embodiments of the disclosed technology feature a purely Toffoli-based modular multiplication circuit. Certain other example modular multiplication circuits disclosed herein are based on an (in-place) constant-adder that uses dirty ancilla qubits to achieve a size in (n log n) and a depth in (n).",Applications of Quantum Computing
28893,Approximate gate and supercontrolled unitary gate decompositions for two-qubit operations,"Techniques are provided for improving quantum circuits. The technology includes approximately expanding, by a system operatively coupled to a processor, using zero to a number of applications of a super controlled basis gate, a target two-qubit operation, with the approximately expanding resulting in instances of the target two-qubit operation corresponding to the zero to the number of applications, and the target two-qubit operation is part of a source quantum circuit associated with a quantum computer. The system analyzes the instances and the super controlled basis gate, and automatically rewrites the source quantum circuit into a deployed quantum circuit based on the analyzing.",Models of Manipulating Qubits for Computation
12364,Frequency generation in a quantum controller,"A quantum controller comprises quantum control pulse generation circuitry, signal generation circuitry, and phase parameter generation circuitry. The phase parameter generation circuitry is operable to determine, based on an output of the time-tracking circuitry, a first value of a phase parameter to be used for generation of an oscillating signal. The signal generation circuitry is operable to, at a first time instant, begin generation of the oscillating signal at a first frequency for modulation of a first of the two quantum control pulses, and, at a second time instant, generate the oscillating signal at a second frequency, wherein the phase of the oscillating signal at the second time instant is determined by the value of the phase parameter such that the phase of the oscillating signal is as it would have been if the oscillating signal had been oscillating at the second frequency continuously since a reference time.",Methods of Building Qubits
20273,Quantum resource estimates for computing elliptic curve discrete logarithms,"In this application, example methods for performing quantum Montgomery arithmetic are disclosed. Additionally, circuit implementations are disclosed for reversible modular arithmetic, including modular addition, multiplication and inversion, as well as reversible elliptic curve point addition. This application also shows that elliptic curve discrete logarithms on an elliptic curve defined over an n-bit prime field can be computed on a quantum computer with at most 9n+2┌log2(n)�?10 qubits using a quantum circuit of at most 512n3 log2(n)+3572n3 Toffoli gates.",Models of Manipulating Qubits for Computation
10064,Application- or algorithm-specific quantum circuit design,"Techniques for designing application or algorithm specific quantum computing circuits for particular applications or algorithms are presented. A design component can comprise an extractor component that can extract qubit pairs determined to satisfy a defined threshold potential of having to use a direct connection between each other in a quantum circuit design based on analysis of an application or algorithm; and a design management component (DMC) that can determine a circuit design of the quantum circuit to use for the application or algorithm based on analysis of characteristics associated with the qubit pairs. DMC can sort the qubit pairs by weighting schemes and the characteristics, comprising the number of affecting downstream qubits, the number of two-qubit gate operations between qubit pairs, and/or whether a qubit pair affects a measurement. Based on the sorting, DMC selects highest ranking qubit pairs to assign a direct connection.",Models of Manipulating Qubits for Computation
28168,Programmable universal quantum annealing with co-planar waveguide flux qubits,"A quantum computing device includes multiple co-planar waveguide flux qubits, at least one coupler element arranged such that each co-planar waveguide flux qubit, of the multiple co-planar waveguide flux qubits, is operatively couplable to each other co-planar waveguide flux qubit, of the multiple co-planar waveguide flux qubits, of the quantum computing device, and a tuning quantum device, in which the tuning quantum device is in electrical contact with a first co-planar waveguide flux qubit of the plurality of co-planar waveguide flux qubits and with a second co-planar waveguide flux qubit of the plurality of co-planar waveguide flux qubits.",Methods of Building Qubits
15324,Probabilistic inference in machine learning using a quantum oracle,"Methods, systems, and apparatus, including computer programs encoded on computer storage media, for using a quantum oracle to make inference in complex machine learning models that is capable of solving artificial intelligent problems. Input to the quantum oracle is derived from the training data and the model parameters, which maps at least part of the interactions of interconnected units of the model to the interactions of qubits in the quantum oracle. The output of the quantum oracle is used to determine values used to compute loss function values or loss function gradient values or both during a training process.",Applications of Quantum Computing
23190,Local optimization of quantum circuits,"Techniques facilitating local optimization of quantum circuits are provided. In one example, a computer-implemented method comprises applying, by a device operatively coupled to a processor, respective weights to matrix elements of a first matrix corresponding to a quantum circuit according to respective numbers of quantum gates between respective pairs of qubits in the quantum circuit; transforming, by the device, the first matrix into a second matrix based on the respective weights of the matrix elements; and permuting, by the device, respective qubits in the quantum circuit according to the second matrix, resulting in a permuted quantum circuit.",Models of Manipulating Qubits for Computation
21585,Superconducting integrated circuit,"A superconducting integrated circuit includes at least one superconducting resonator, including a substrate, a conductive layer disposed over a surface of the substrate with the conductive layer including at least one conductive material including a substantially low stress polycrystalline Titanium Nitride (TiN) material having an internal stress less than about two hundred fifty MPa (magnitude) such that the at least one superconducting resonator and/or qubit (hereafter called “device�? is provided as a substantially high quality factor, low loss superconducting device.",Methods of Building Qubits
21534,Quantum cochlea for efficient spectrum analysis,"We disclose transconductor-capacitor classical dynamical systems that emulate quantum dynamical systems and quantum-inspired systems by composing them with 1) capacitors that represent �?termed Planck capacitors; 2) a ‘quantum admittance�?element, which can be emulated efficiently via coupled transconductors; 3) an emulated ‘quantum transadmittance element�?that can couple emulated quantum admittances to each other; and 4) an emulated ‘quantum transadmittance mixer element�?that can couple emulated quantum admittances to each other under the control of an input. We describe a ‘Quantum Cochlea�? a biologically-inspired quantum traveling-wave system with coupled emulated quantum two-state systems for efficient spectrum analysis that uses all of these parts. We show how emulated quantum transdmittance mixers can help represent an exponential number of quantum superposition states in the spectral domain with linear classical resources, even if they are not all simultaneously accessible as in actual quantum systems, and how the quantum cochlea is a very efficient spectrum analyzer for non-destructive readout of these spectral-domain signals.",Models of Manipulating Qubits for Computation
24548,Quantum computing improvements to transportation,"Methods and systems for a quantum computing approach to solving challenging, e.g., NP-complete, problems in transportation. One of the methods includes (a) ingesting transportation-related data into a graph structure, the transportation-related data being associated with a transportation system; (b) identifying a transportation metric associated with the transportation system; (c) identifying at least one attribute associated with the transportation-related data, where the transportation metric is based at least in part on the attribute; (d) using a quantum computer to derive an operational parameter for the attribute that improves the transportation metric; and (e) applying the operational parameter to the operation of the transportation system.",Applications of Quantum Computing
26751,Magnetic flux control in superconducting device,"A device includes: a first qubit including a first co-planar waveguide; a second qubit including a second co-planar waveguide, in which the second co-planar waveguide crosses the first co-planar waveguide; and a qubit coupler including a loop having a first lobe and a second lobe, in which a first portion of the first lobe extends parallel to the first co-planar waveguide, a second portion of the first lobe extends parallel to the second co-planar waveguide, a first portion of the second lobe extends parallel to the first co-planar waveguide, and a second portion of the second lobe extends parallel to the second co-planar waveguide.",Methods of Building Qubits
12191,Parafermion braiding device,"A braiding element and a method for operating the braiding device, a structure of braiding devices as well as an array of braiding devices for controlling parafermions for quantum computing may be provided. The braiding device comprises a first wire layer and a second wire layer, a superconductor layer arranged in vertical sandwich-style between the first and the second wire layer such that a device structure is built and a plurality cascades of gate electrodes such that one of the plurality of cascades of gate electrodes is arranged at the first quantum wire layer and at the second quantum wire layer of each of the three legs.",Methods of Building Qubits
26797,Quantum computations of classical specifications,"Systems, computer-implemented methods, and computer program products to facilitate quantum domain computation of classical domain specifications are provided. According to an embodiment, a system can comprise a memory that stores computer executable components and a processor that executes the computer executable components stored in the memory. The computer executable components can comprise an input transformation component that can be adapted to receive one or more types of domain-specific input data corresponding to at least one of a plurality of domains. The input transformation component can transform the one or more types of domain-specific input data to quantum-based input data. The computer executable components can further comprise a circuit generator component that, based on the quantum-based input data, can generate a quantum circuit.",Models of Manipulating Qubits for Computation
24041,Analog processor comprising quantum devices,"Analog processors for solving various computational problems are provided. Such analog processors comprise a plurality of quantum devices, arranged in a lattice, together with a plurality of coupling devices. The analog processors further comprise bias control systems each configured to apply a local effective bias on a corresponding quantum device. A set of coupling devices in the plurality of coupling devices is configured to couple nearest-neighbor quantum devices in the lattice. Another set of coupling devices is configured to couple next-nearest neighbor quantum devices. The analog processors further comprise a plurality of coupling control systems each configured to tune the coupling value of a corresponding coupling device in the plurality of coupling devices to a coupling. Such quantum processors further comprise a set of readout devices each configured to measure the information from a corresponding quantum device in the plurality of quantum devices.",Methods of Building Qubits
27399,"Systems, methods, and devices for noise-insensitive qubit gate operations","An always-on, exchange-only (AEON) qubit is comprised of three two-level systems (e.g., semiconductor quantum dot or other spin encoded qubit) and can be operated at a “sweet spot�?during both single qubit and two-qubit gate operations. The “sweet spot�?operation is immune to variations in noise with respect to nontrivial detuning parameters defining the AEON. By operating at the “sweet spot,�?both single and two-qubit gate operations can be performed using only exchange pulses (e.g., DC voltage pulses applied to tunneling gates).",Methods of Building Qubits
21730,Methods and systems for quantum computing,"Described herein are methods, systems, and media for generating a quantum-ready or quantum-enabled software development kit (SDK) for a quantum computing system. Such methods may comprise accepting user input from an application at an application interface, which application is executed on a digital computer, and implementing one or more algorithms, at an algorithms layer, that may be solved heuristically or exactly depending on the requirements of the user input. The one or more algorithms may abstract away a complexity of the application; transforming the one or more algorithms from the application space into the one or more instructions in polynomial unconstrained binary optimization (PUBO) form. The one or more instruction may be executed in PUBO form at the common interface solver layer.",Applications of Quantum Computing
22096,Magnetic flux control in superconducting devices,"A method includes generating a bias signal from a first device, and applying the bias signal to a second device, the first device having (a) a superconducting trace and (b) a superconducting quantum interference device (SQUID), in which a first terminal of the SQUID is electrically coupled to a first end of the superconducting trace, and a second terminal of the SQUID is electrically coupled to a second end of the superconducting trace, where generating the bias signal from the first device includes: applying a first signal Φ1 to a first sub-loop of the SQUID; and applying a second signal Φ2 to a second sub-loop of the SQUID, in which the first signal Φ1 and the second signal Φ2 are applied such that a value of a superconducting phase of the first device is incremented or decremented by a non-zero integer multiple n of 2π.",Methods of Building Qubits
26113,"Lineage identification and tracking of resource inception, use, and current location","Embodiments of the invention are directed to systems, methods and computer program products for a lineage identification and tracking system. The system generates codes each resource instrument created, such as physical or paper resource instrument, with an index that can track the instrument via a qubit. The coded index is stored. During the life of the resource instrument a quantum optimizer may be utilized for lineage tracking of the instrument. Thus, generating an assigned traceability finger print for the life of the instrument generating a lineage tree. Thus, the invention identifies the instrument and that the instrument can only be at one place at one time, thus providing aid in detecting misappropriation of physical or paper resource instruments.",Methods of Building Qubits
12131,Qubit network non-volatile identification,"A technique relates to a superconducting chip. Resonant units have resonant frequencies, and the resonant units are configured as superconducting resonators. Josephson junctions are in the resonant units, and one or more of the Josephson junctions have a shorted tunnel barrier.",Methods of Building Qubits
29587,Integrating Josephson amplifiers or Josephson mixers into printed circuit boards,"An aspect includes one or more board layers. A first chip cavity is formed within the one or more board layers, wherein a first Josephson amplifier or Josephson mixer is disposed within the first chip cavity. The first Josephson amplifier or Josephson mixer comprises at least one port, each port connected to at least one connector disposed on at least one of the one or more board layers, wherein at least one of the one or more board layers comprises a circuit trace formed on the at least one of the one or more board layers.",Methods of Building Qubits
27906,Quantum error-correction in microwave integrated quantum circuits,"In a general aspect, a quantum error-correction technique includes applying a first set of two-qubit gates to qubits in a lattice cell, and applying a second, different set of two-qubit gates to the qubits in the lattice cell. The qubits in the lattice cell include data qubits and ancilla qubits, and the ancilla qubits reside between respective nearest-neighbor pairs of the data qubits. After the first and second sets of two-qubit gates have been applied, measurement outcomes of the ancilla qubits are obtained, and the parity of the measurement outcomes is determined.",Models of Manipulating Qubits for Computation
21184,Reducing qubit frequency collisions through lattice design,"Lattice arrangements for quantum qubits are described. A lattice arrangement can comprise adjacent structures having vertices connected by edges. The qubits can be positioned on the vertices. A qubit in the lattice arrangement directly connects to not more than three other qubits, or connects to another qubit via a coupling qubit on an edge between two qubits on a vertex. The adjacent structures can comprise hexagons, dodecagons or octagons. A superconducting qubit lattice can comprise superconducting target qubits and superconducting control qubits. The superconducting qubit lattice can comprise adjacent structures having vertices connected by edges, with target qubits positioned on the vertices and control qubits positioned on the edges. Logic operations between adjacent superconducting target and control qubits can be implemented by driving the superconducting control qubit at or near the frequency of the superconducting target qubit.",Methods of Building Qubits
17902,Multi-mode qubit readout and qubit state assignment,"Systems, computer-implemented methods, and computer program products to facilitate external port measurement of qubit port responses are provided. According to an embodiment, a system can comprise a memory that stores computer executable components and a processor that executes the computer executable components stored in the memory. The computer executable components can comprise an analysis component that can analyze responses of a multi-mode readout device coupled to a qubit. The computer executable components can further comprise an assignment component that can assign a readout state of the qubit based on the responses. In some embodiments, the multi-mode readout device can be electrically coupled to at least one of the qubit or an environment of the qubit based on a defined electrical coupling value.",Methods of Building Qubits
24698,Qubit circuit and method for topological protection,"A qubit circuit and a method for topological protection of a qubit circuit are described. The circuit comprises a plurality of physical superconducting qubits and a plurality of coupling devices interleaved between pairs of the physical superconducting qubits. The coupling devices are tunable to operate the qubit circuit either in a topological regime or as a series of individual physical qubits. At least two superconducting loops, each one threadable by an external flux, are part of the qubit circuit.",Models of Manipulating Qubits for Computation
15081,Vertical dispersive readout of qubits of a lattice surface code architecture,"Devices and methods that can facilitate vertical dispersive readout of qubits of a lattice surface code architecture are provided. According to an embodiment, a device can comprise a first substrate that can have a first side and a second side that can be opposite the first side. The first substrate can comprise a read pad that can be located on the first side and a readout resonator that can be located on the second side. The device can further comprise a second substrate that can be connected to the first substrate. The second substrate can comprise a qubit. In some embodiments, the device can further comprise a recess that can be located on the first side of the first substrate. The recess can comprise the read pad.",Methods of Building Qubits
11439,Semiconductor process optimized for quantum structures,"A novel and useful modified semiconductor fabrication technique for realizing reliable semiconductor quantum structures. Quantum structures require a minimization of the parasitic capacitance of the control gate and the quantum well. The modified semiconductor process eliminates the fabrication of the metal, contact, and optionally the raised diffusion layers from the quantum wells, thereby resulting in much lower well and gate capacitances and therefore larger Coulomb blockade voltages. This allows easier implementation of the electronic control circuits in that they can have larger intrinsic noise and relaxed analog resolution. Several processes are disclosed including implementations of semiconductor quantum structures with tunneling through an oxide layer as well as tunneling through a local well depleted region. These techniques can be used in both planar semiconductor processes and 3D, e.g., FinFET, semiconductor processes. A dedicated process masking step is used for realizing the raised diffusions. In addition, the edge of the raised diffusion layer may be placed either in the gate region or the active layer region.",Methods of Building Qubits
17501,Vertical transmon qubit device with microstrip waveguides,"Techniques for a vertical Josephson junction superconducting device using microstrip waveguides are provided. In one embodiment, a chip surface base device structure is provided that comprises a superconducting material located on a first side of a substrate, and a second superconducting material located on a second side of the substrate and stacked on a second substrate, wherein the first side of the substrate and the second side of the substrate are opposite sides. In one implementation, the substrate or the second substrate, or the substrate and the second substrate are crystalline silicon. In one implementation, the chip surface base device structure also comprises a transmon qubit comprising a capacitor and a Josephson junction formed in a via of the substrate and comprising a tunnel barrier. In one implementation, the chip surface base device structure also comprises a microstrip line electrically coupled to the transmon qubit.",Methods of Building Qubits
24873,Systems and methods for preservation of qubits,Embodiments of quantum ring oscillator-based coherence preservation circuits including a cascaded set of stages are described. Embodiments of such quantum ring oscillator-based coherence preservation circuits allow the internal (superpositioned) quantum state information of stored qubits to be preserved over long periods of time and present options for the measurement and potential correction of both deterministic and non-deterministic errors without disturbing the quantum information stored in the structure itself.,Address Obstacles to Quantum Computation
26428,Amplifier frequency matching for qubit readout,"A quantum computing devices includes: a qubit; a readout device coupled to the qubit, the readout device including a frequency filter having a filter frequency range; and an amplifier device coupled to the readout device, in which the amplifier device is configured to amplify a measurement signal from the readout device upon receiving a pump signal having a pump frequency that is outside of the filter frequency range of the frequency filter.",Methods of Building Qubits
24704,Robust Majorana magic gates via measurements,"Embodiments of the disclosed technology concern a method for implementing a π/8 phase gate in a quantum computing device. In certain embodiments, a quantum circuit is evolved from an initial state to a target state using a hybrid-measurement scheme. The hybrid-measurement scheme can comprise applying one or more measurements to the quantum circuit that project the quantum circuit toward the target state; and applying one or more adiabatic or non-adiabatic techniques that adiabatically evolve the quantum circuit toward the target state.",Address Obstacles to Quantum Computation
25505,Housing qubit devices in an electromagnetic waveguide system,"In some aspects, a quantum computing system includes an electromagnetic waveguide system. The waveguide system has an interior surface that defines an interior volume of intersecting waveguides. Qubit devices are housed in the waveguide system. In some cases, the intersecting waveguides each define a cutoff frequency, and the qubit devices have qubit operating frequencies below the cutoff frequency. In some cases, coupler devices are housed in the waveguide system; each coupler device is configured to selectively couple a pair of neighboring qubit devices based on control signals received from a control source.",Methods of Building Qubits
